fable_number,commodity,unit,year,Punjab,Sindh,KPK,Balochistan,Pakistan,Province Sum Check
68,Milk,'000 Tonnes,2010-11,no data,no data,no data,no data,45622.0,skip
68,Milk,'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
68,Milk,'000 Tonnes,2013-14,no data,no data,no data,no data,50990.0,skip
68,Milk,'000 Tonnes,2014-15,no data,no data,no data,no data,52631.0,skip
68,Milk,'000 Tonnes,2015-16,no data,no data,no data,no data,54328.0,skip
68,Milk,'000 Tonnes,2016-17,no data,no data,no data,no data,56080.0,skip
68,Milk,'000 Tonnes,2017-18,no data,no data,no data,no data,57890.0,skip
68,Milk,'000 Tonnes,2018-19,no data,no data,no data,no data,59759.0,skip
68,Milk,'000 Tonnes,2019-20,no data,no data,no data,no data,61690.0,skip
68,Milk,'000 Tonnes,2020-21,no data,no data,no data,no data,63684.0,skip
68,Milk,'000 Tonnes,2021-22,no data,no data,no data,no data,65745.0,skip
68,Milk,'000 Tonnes,2022-23,no data,no data,no data,no data,67873.0,skip
68,Milk,'000 Tonnes,2023-24,no data,no data,no data,no data,70071.4,skip
68,Milk,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2004-05,no data,no data,no data,no data,384.0,skip
69,Poultry meat,'000 Tonnes,2005-06,no data,no data,no data,no data,512.0,skip
69,Poultry meat,'000 Tonnes,2006-07,no data,no data,no data,no data,554.0,skip
69,Poultry meat,'000 Tonnes,2007-08,no data,no data,no data,no data,601.0,skip
69,Poultry meat,'000 Tonnes,2008-09,no data,no data,no data,no data,651.0,skip
69,Poultry meat,'000 Tonnes,2009-10,no data,no data,no data,no data,707.0,skip
69,Poultry meat,'000 Tonnes,2010-11,no data,no data,no data,no data,767.0,skip
69,Poultry meat,'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2013-14,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2014-15,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2015-16,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2016-17,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2017-18,no data,no data,no data,no data,no data,skip
69,Poultry meat,'000 Tonnes,2018-19,no data,no data,no data,no data,1518.0,skip
69,Poultry meat,'000 Tonnes,2019-20,no data,no data,no data,no data,1657.0,skip
69,Poultry meat,'000 Tonnes,2020-21,no data,no data,no data,no data,1657.0,skip
69,Poultry meat,'000 Tonnes,2021-22,no data,no data,no data,no data,1809.0,skip
69,Poultry meat,'000 Tonnes,2022-23,no data,no data,no data,no data,2160.0,skip
69,Poultry meat,'000 Tonnes,2023-24,no data,no data,no data,no data,2362.0,skip
69,Poultry meat,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2004-05,no data,no data,no data,no data,1115.0,skip
70,Beef,'000 Tonnes,2005-06,no data,no data,no data,no data,1449.0,skip
70,Beef,'000 Tonnes,2006-07,no data,no data,no data,no data,1498.0,skip
70,Beef,'000 Tonnes,2007-08,no data,no data,no data,no data,1548.0,skip
70,Beef,'000 Tonnes,2008-09,no data,no data,no data,no data,1601.0,skip
70,Beef,'000 Tonnes,2009-10,no data,no data,no data,no data,1655.0,skip
70,Beef,'000 Tonnes,2010-11,no data,no data,no data,no data,1711.0,skip
70,Beef,'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2013-14,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2014-15,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2015-16,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2016-17,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2017-18,no data,no data,no data,no data,no data,skip
70,Beef,'000 Tonnes,2018-19,no data,no data,no data,no data,2227.1,skip
70,Beef,'000 Tonnes,2019-20,no data,no data,no data,no data,2303.2,skip
70,Beef,'000 Tonnes,2020-21,no data,no data,no data,no data,2380.23,skip
70,Beef,'000 Tonnes,2021-22,no data,no data,no data,no data,2460.31,skip
70,Beef,'000 Tonnes,2022-23,no data,no data,no data,no data,2543.39,skip
70,Beef,'000 Tonnes,2023-24,no data,no data,no data,no data,2548.1,skip
70,Beef,'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2000-01,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2001-02,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2002-03,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2003-04,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2004-05,no data,no data,no data,no data,739.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2005-06,no data,no data,no data,no data,554.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2006-07,no data,no data,no data,no data,566.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2007-08,no data,no data,no data,no data,578.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2008-09,no data,no data,no data,no data,591.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2009-10,no data,no data,no data,no data,603.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2010-11,no data,no data,no data,no data,616.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2011-12,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2012-13,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2013-14,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2014-15,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2015-16,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2016-17,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2017-18,no data,no data,no data,no data,no data,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2018-19,no data,no data,no data,no data,732.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2019-20,no data,no data,no data,no data,748.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2020-21,no data,no data,no data,no data,765.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2021-22,no data,no data,no data,no data,782.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2022-23,no data,no data,no data,no data,799.0,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2023-24,no data,no data,no data,no data,817.1,skip
71,Goat & Lamb (Mutton),'000 Tonnes,2024-25,no data,no data,no data,no data,no data,skip
